Positive Masculine words,Vanilla pm,Bolu pm,Wino pm,Wino + Bolu pm,Negative Masculine words,Vanilla nm,Bolu nm,Wino nm,Wino + Bolu nm,Neutral Masculine words,Vanilla neutm,Bolu neutm,Wino neutm,Wino + Bolu neutm,Positive Feminine words,Vanilla pf,Bolu pf,Wino pf,Wino + Bolu pf,Negative Feminine words,Vanilla nf,Bolu nf,Wino nf,Wino + Bolu nf,Neutral Feminine words,Vanilla neutf,Bolu neutf,Wino neutf,Wino + Bolu neutf
sublime,0.06491095,1.720714098984999e-09,0.01892981,4.418179544440903e-09,hypocritical,0.05730515,2.2778981478843718e-10,0.03166198,1.6457033206671023e-08,civil,0.029747032,3.184677827006155e-09,0.021808535,1.289255729952643e-09,alleged,0.042464375,3.400490750093965e-09,0.017216211,1.6047075196423677e-09,agonized,0.026094444,4.505386050346338e-09,0.008394271,7.634851098559103e-09,many,0.012377322,9.748609447468581e-09,0.01635401,1.1071179556454425e-08
consummate,0.05212239,2.9355051028856494e-09,0.023387194,7.10358466493588e-10,stinking,0.016131552,3.963070357938716e-09,0.0116081685,1.793214382539432e-09,electoral,NaN,NaN,NaN,NaN,guiltless,0.02859779,3.164617068396325e-09,0.0043474324,7.29402174770577e-09,unkind,0.075051434,7.359233333836812e-09,0.021749958,3.201731893498483e-09,fertile,0.01341706,6.352200509086164e-09,0.0136641115,3.218600587440168e-09
dignified,0.023757167,3.5967271660997113e-09,0.004170358,1.1625969062456498e-08,phobic,NaN,NaN,NaN,NaN,central,0.006473799,6.674392224667591e-09,0.0041526817,1.529777711450908e-08,suspected,0.011841804,1.0605685690778799e-08,0.005074933,5.7064571123977e-09,sore,0.0071840724,1.2539525134393215e-08,0.0050750226,6.090736803798791e-09,orphaned,0.08868636,7.069874597212533e-09,0.010817975,1.2120449990882243e-08
intelligent,0.0023840219,5.972397409959029e-09,0.024911426,1.1821771395137404e-08,unfaithful,0.011753976,7.270919560875555e-10,0.0153594315,2.740806789858219e-09,british,NaN,NaN,NaN,NaN,russian,NaN,NaN,NaN,NaN,poor,0.07474926,2.3709200158705812e-09,0.0074640512,9.316378613011267e-09,pagan,0.010277666,1.088794694681372e-08,0.010936618,7.576088902061517e-09
smart,0.033853527,5.485779469571739e-09,0.0035107546,1.9781211547248434e-09,menial,0.0253903,8.87216728556739e-09,0.013868712,1.4415447197047015e-08,assistant,0.11085968,8.945654217384913e-09,0.043572173,9.574762954711602e-09,veiled,0.12602153,1.3189530651686043e-08,0.018475316,2.0333683348194853e-09,destructive,0.032341212,1.5131283503944104e-08,0.008153766,1.3521997743737302e-08,european,NaN,NaN,NaN,NaN
clean,0.026783152,1.6299541785724792e-09,0.020772241,5.272627157798526e-09,dissatisfied,0.014776652,8.754049447140533e-09,0.0039946437,3.982420088144423e-09,lutheran,NaN,NaN,NaN,NaN,many,0.012377322,9.748609447468581e-09,0.01635401,1.1071179556454425e-08,naive,0.05971714,1.0653661966508743e-08,0.01188812,4.778574024325022e-09,friendly,0.013214901,3.583566492160184e-09,0.00064014643,1.6187496898467657e-09
ingenious,0.042221084,1.5234941225239496e-09,0.021341732,2.44681700942162e-09,needy,0.011967823,2.8517441602593507e-09,0.0084955245,2.3478754183903217e-10,prospective,0.02542366,8.122801986587547e-09,0.004844986,1.566916726924994e-08,normal,0.018194899,1.0669129635321184e-08,0.0033006892,1.9106525042666966e-09,severe,0.016087696,7.499460219495546e-10,0.020336688,6.053485213097787e-09,burmese,NaN,NaN,NaN,NaN
ardent,0.05928974,1.1981277081574149e-11,0.015100986,3.251899874379127e-09,uneasy,0.056489885,5.284184478870912e-10,0.0079716,3.6735903208295895e-10,racial,0.029557265,1.271403945318772e-08,0.011576619,8.164617253114681e-09,emotional,0.014901057,7.749762109821035e-09,0.0032001138,8.167055809416013e-09,ashamed,0.035374615,1.3523979505714046e-09,0.008575978,4.718694120338374e-09,hittite,NaN,NaN,NaN,NaN
manageable,0.009465445,8.516966541749493e-09,0.021055311,5.431398497623974e-09,unequal,0.04792145,1.402918600734715e-09,0.013885409,4.188768244588192e-09,extra,0.075850986,9.394678687768554e-09,0.038622458,1.228746049353191e-08,lyrical,0.015942533,3.742185117339147e-09,0.014913663,2.2424116175034925e-09,sheltered,0.01990131,9.822346325183418e-09,0.0058480054,4.090112082355546e-09,distant,0.0018027648,7.47941183987244e-09,0.013825603,1.8033093490688046e-09
desirous,0.008417755,7.757018416487682e-09,0.024181932,3.418717309244812e-09,painful,0.040400103,1.131151081135151e-08,0.015670866,7.1547890112544366e-09,latter,0.039384276,8.675394791435309e-09,0.0071682334,5.389889645712742e-09,radiant,0.13633156,3.762938544094041e-09,0.028327158,3.974966777606226e-09,prudish,0.04925829,8.165712946095471e-09,0.019276958,3.812634104261026e-09,vast,0.049490754,6.802080912415853e-09,0.0017796457,7.909849372711442e-09
youthful,0.05452235,1.8875642826543526e-08,0.002696544,2.4829638345380545e-09,erroneous,0.00847736,6.550342018796229e-09,0.033163257,1.1141242275969354e-08,franciscan,0.05964762,1.6884425496632716e-08,0.015561982,2.836920521415154e-09,magic,0.04367575,2.759755229897465e-09,0.010423794,4.086715466034008e-09,dainty,0.08791875,2.4459426872791568e-08,0.052365303,1.0213718620866175e-09,norwegian,NaN,NaN,NaN,NaN
thoughtful,0.025981277,9.51764836387703e-09,0.010405026,1.3296711495747182e-08,guilty,0.013047546,7.771027377145856e-09,0.022332557,3.3462982801379937e-09,eighth,0.00984405,1.7497769400076635e-08,0.006942548,1.3501839299379093e-08,brilliant,0.103685126,3.633261358437778e-09,0.020512007,6.460658202867009e-09,highborn,0.004682593,6.594965271805586e-09,0.015348829,1.263150826991133e-09,next,0.005332269,7.208623017951332e-09,0.031308834,5.7570591627253975e-09
lucky,0.024850652,1.2282159178589325e-09,0.009555697,1.1931283183663766e-09,dreary,0.038267817,6.245626585354991e-10,7.3779374e-05,6.369933018557372e-09,significant,0.04043735,7.186821637805707e-09,0.016066223,6.934326307606042e-09,fond,0.11295123,3.1082738605192617e-09,0.008575596,8.454993233319996e-10,nude,0.022862121,1.2398468807184315e-08,0.010934196,3.336880799453823e-09,scandinavian,NaN,NaN,NaN,NaN
hospitable,0.006404873,7.223303344350285e-10,0.007819485,6.72011945049289e-09,defective,0.0459785,1.2251292147436033e-08,0.013748422,3.573357248987108e-09,hard,0.08408077,2.0504685449562743e-09,0.017727539,2.655388492422972e-09,remarkable,0.033446077,9.816922191818733e-09,0.0058296323,3.644860011031703e-09,egyptian,NaN,NaN,NaN,NaN,overprotective,NaN,NaN,NaN,NaN
skillful,0.053777754,1.6713970013571e-08,0.00043814164,1.8157933013088212e-09,shabby,0.023961067,2.925624211641553e-09,0.010844655,1.6117623694023031e-09,autonomous,NaN,NaN,NaN,NaN,ideal,0.011323888,4.59693307031106e-09,0.012530163,5.7606253517361594e-09,tiny,0.07248949,1.8154519540458658e-08,0.01779541,1.7954845873968672e-09,rural,0.019871302,1.6334621120994708e-08,0.010206906,4.834290648347839e-09
avid,0.015282365,7.586203604106195e-09,0.030138556,8.175230742368811e-09,worn,0.036984816,6.11620504936683e-09,0.01738347,2.6891871247186616e-09,strange,0.013016671,7.69300653735705e-09,0.010964282,3.40952666100236e-09,lesbian,NaN,NaN,NaN,NaN,alleged,0.042464375,3.400490750093965e-09,0.017216211,1.6047075196423677e-09,indian,NaN,NaN,NaN,NaN
enthusiastic,0.00017143786,2.022629008724408e-09,0.009091139,1.4230100361944942e-09,lugubrious,0.0012953505,1.1137609431943751e-08,0.010487556,5.519665224884562e-09,acute,0.027121022,8.458895223162344e-09,0.021257877,7.702027848832671e-09,faithful,0.025173012,3.735081362254977e-09,0.009342166,3.8661378057303075e-09,colonial,0.0012245234,1.145314083850213e-08,0.002510827,1.2098069757798813e-08,dewy,0.057681248,3.892669440258567e-09,0.0036825687,2.0111687273893786e-08
superb,0.019030526,3.1020619128963034e-09,0.005179487,3.3424177037222336e-09,bitter,0.033522516,5.244867706810652e-09,0.003797233,1.7465637436320236e-08,greek,NaN,NaN,NaN,NaN,wicked,0.011346638,3.062705984657743e-09,0.004620184,8.499007597711659e-09,old,0.08615096,1.8739990004235096e-08,0.016468711,1.8660285816540778e-08,later,0.019639537,1.4394681988050273e-08,0.0016926378,1.2940981342079994e-08
obsequious,0.028233461,8.214981542242761e-10,0.003802672,2.60455065848042e-09,unsuccessful,0.08649388,1.736051719047893e-10,0.013302393,2.602000625379075e-09,external,0.03712246,8.538664345025815e-09,0.02987685,1.132833760131291e-08,faultless,0.04264639,3.3476414001976096e-09,0.013063076,1.0619186602972563e-08,obese,0.07613489,2.1155777407688703e-09,0.029297883,1.1812393362065077e-08,uniformed,0.05786024,7.454037387333301e-10,0.014337838,5.604428060523858e-09
constitutional,0.041480824,4.961653227164575e-09,0.014167108,9.146800122872278e-10,confusing,0.07279575,1.4650061344601006e-08,0.018424615,1.197237413375074e-08,muhammadan,NaN,NaN,NaN,NaN,first,0.0022286177,4.106913864543316e-09,0.011231333,1.6664984087144674e-08,indigent,0.007426575,5.235296196559602e-09,0.0016730726,1.0462802388366832e-08,venetian,0.003798619,7.269687740674158e-09,0.0007111132,4.5367917755889664e-10
chief,0.17392403,1.5377400935934205e-08,0.054328516,5.182333118192162e-09,ill,0.014644384,3.823535960068014e-09,0.0040906817,6.386415674075607e-09,gaelic,NaN,NaN,NaN,NaN,authentic,0.068342336,1.4474932426289389e-08,0.004606284,1.2303949113029455e-08,small,0.021070078,3.3353827477711206e-09,0.001294896,1.2112079131321174e-08,benedictine,NaN,NaN,NaN,NaN
victorious,0.025802411,7.324487114046541e-09,0.0024334826,1.7400306889792105e-10,impetuous,0.02190514,4.8656769724431115e-09,0.0032390207,7.6760309219992e-09,present,0.032679133,5.330193994512733e-09,0.0099459365,2.7950097097884097e-09,victorian,NaN,NaN,NaN,NaN,elderly,0.06807064,7.596859918912457e-09,0.016207615,8.908377507887977e-10,shavian,NaN,NaN,NaN,NaN
renowned,0.06325547,3.32159277166566e-09,0.035777874,9.540087816950482e-10,sorrowful,0.07679223,1.1272134503581555e-08,0.013056032,4.133254641325301e-09,uniformed,0.05786024,7.454037387333301e-10,0.014337838,5.604428060523858e-09,bountiful,0.018769924,2.6892832682978707e-09,0.020515472,8.963701725317463e-09,depressed,0.06477977,1.0240997286303788e-08,0.0012035035,2.8782891348111406e-09,wedded,0.08804859,5.773395345132215e-09,0.0074787885,1.2327426135438913e-08
fearless,0.019469887,3.0317188204342926e-09,0.01983758,3.839934523131028e-09,sorry,0.029947873,8.50443748583174e-09,5.4640986e-05,7.1347492271861546e-09,secret,0.016804814,7.293181197853826e-09,0.002102524,7.014584413322922e-09,preeminent,0.004452452,5.715538042849744e-09,0.019501336,1.820507831984397e-08,erroneous,0.00847736,6.550342018796229e-09,0.033163257,1.1141242275969354e-08,eastern,0.01342405,1.4878400751011656e-09,0.0015517771,2.9000012148616694e-09
clever,0.036724493,4.7317090523524286e-09,0.022376917,4.6588895241672645e-09,virulent,0.06596082,4.808040271475633e-09,0.018327452,1.8189528702694524e-08,clerical,0.07678324,9.896675548515255e-09,0.008772001,1.1774630204880454e-08,momentous,0.01399238,1.42607883835133e-09,0.016979512,7.333317571245335e-09,lackadaisical,0.028737882,6.54368240843306e-09,0.019812703,1.270853134012484e-08,prudish,0.04925829,8.165712946095471e-09,0.019276958,3.812634104261026e-09
sleek,0.007758349,5.476749574684359e-09,0.0052190647,2.0238814790740633e-10,absent,0.005676713,1.8879601978993854e-09,0.012737054,7.2381615145999945e-09,putative,0.018247992,1.1362510932144687e-10,0.001901865,2.9557604697139084e-09,splendid,0.019878179,8.330343664875173e-09,0.003858596,2.9750968980057912e-09,frantic,0.0030907989,1.7197065216301155e-08,0.012667522,1.6360914706359253e-08,persian,NaN,NaN,NaN,NaN
heavenly,0.03823322,1.8826383590964113e-08,0.036294736,8.094578896056248e-09,officious,0.020532995,6.7875952081131175e-09,0.025844239,7.806153969752705e-09,parallel,0.056970306,4.830284627138637e-09,0.0018371455,2.9589640529459338e-09,helpful,0.04117018,8.833646120143257e-09,0.014243819,2.448931342435845e-08,distraught,0.019129075,7.182904146474378e-09,0.013498183,6.47700099457027e-09,larval,NaN,NaN,NaN,NaN
sociable,0.014514987,2.2983931945164127e-09,0.020862851,3.3480796607365804e-10,turbulent,0.024071371,8.815862633654303e-09,0.00611639,5.713392148276597e-09,blue,0.07500976,4.238232114870885e-09,0.015115652,8.950395827267421e-09,sympathetic,0.1200479,1.403877764039052e-08,0.017642468,3.8257670920138764e-09,plump,0.03959987,2.291709928770036e-08,0.009432087,7.030353452175397e-10,last,0.020390168,2.9995654848846698e-09,0.004468709,1.8770564824688307e-09
reputable,0.04599926,5.8472272301823836e-09,0.03302145,1.7815285427436045e-09,lawless,0.017128844,9.087099912818974e-09,0.020644672,3.463833178618536e-09,vietnamese,NaN,NaN,NaN,NaN,bright,0.14977771,8.599081008017762e-09,0.012569654,4.5810874885199304e-09,shamed,0.0033410229,6.14120105463245e-09,0.0073139966,8.325510086892862e-09,portly,0.06811414,2.422707708060745e-09,0.005881521,2.248362327914033e-09
healthy,0.04158022,5.3335165034473775e-09,0.015816987,7.478097280300133e-09,horrid,0.015131897,9.28433391603721e-09,0.006031731,3.481238422531341e-09,illustrious,0.038386416,2.0093403281518096e-08,0.007836219,3.706611129139503e-09,fictional,0.008510532,1.0101975794069018e-08,0.020743791,4.994761680643389e-09,painful,0.040400103,1.131151081135151e-08,0.015670866,7.1547890112544366e-09,danish,NaN,NaN,NaN,NaN
talented,0.005061701,3.953723293204092e-09,0.0037323982,3.094446358875569e-09,puzzled,0.042672254,7.096546988938357e-09,0.016789997,1.5264173397477876e-09,delphic,NaN,NaN,NaN,NaN,female,0.03742291,0.20633313853061278,0.02967076,0.07357609582835492,apathetic,0.019037094,1.0007661435662563e-09,0.040239215,4.5848065344245015e-09,macedonian,NaN,NaN,NaN,NaN
lustrous,0.03990349,6.861700756199962e-09,0.0046499595,7.579474742280823e-09,angry,0.02698803,3.4936668419360828e-09,0.023487069,1.1383959316879633e-08,grey,0.025908582,4.607895162656028e-09,0.000357233,1.998668383573765e-09,unconventional,0.022284303,5.689004892173166e-09,0.023972433,7.547320206302555e-09,unhealthy,0.012107201,1.1909638511498066e-08,0.005300196,4.795860375494954e-10,recent,0.00039231777,1.849658259889253e-09,0.00801041,1.278984618213741e-08
true,0.004280746,1.2463746701385503e-10,0.0105609745,5.40899519618776e-09,indifferent,0.016432695,1.7326128171069044e-09,0.006153345,2.176869920433866e-09,reliant,0.030279338,8.299288770108326e-09,0.012276298,4.219453556518482e-09,withered,0.06934684,2.7207329722500617e-09,0.026279557,3.528911038386262e-09,neglectful,0.005615752,9.556309431280052e-09,0.022133347,5.262252220777919e-09,christian,0.031717055,2.0380055976154665e-09,0.0044482797,1.4612418386406034e-08
beneficial,0.0005070083,4.594851901740249e-09,0.014329523,6.971601324012866e-09,offensive,0.055299144,2.819572395007519e-09,0.0029616104,7.08791008090931e-09,cardinal,0.06483219,7.150322972604428e-09,0.010324016,8.46040199009579e-09,pregnant,0.01776968,5.229081126434387e-10,0.0054224357,1.1338358862911235e-09,extravagant,0.02832584,4.410394188747446e-09,0.0037578791,6.236732408293477e-09,brazilian,NaN,NaN,NaN,NaN
humorous,0.015732005,3.6437960981849926e-10,0.0002604723,8.713142984895228e-10,apprehensive,0.00433968,1.1174320274642824e-08,0.010729983,8.253301431171423e-09,joint,0.07050841,1.2414700378826637e-09,0.002460137,7.574989212277838e-09,greek,NaN,NaN,NaN,NaN,unattractive,0.021498933,9.574969449255288e-09,0.023076132,1.1069723082623995e-08,swiss,NaN,NaN,NaN,NaN
remarkable,0.033446077,9.816922191818733e-09,0.0058296323,3.644860011031703e-09,immoral,0.028876238,2.7263163115964772e-09,0.008063085,6.054225423074433e-09,tributary,0.012371389,1.1598037761087476e-08,0.016517144,7.597148334037573e-09,tempting,0.022850424,6.979867170353593e-09,0.010171089,1.850746257636704e-09,defective,0.0459785,1.2251292147436033e-08,0.013748422,3.573357248987108e-09,austrian,NaN,NaN,NaN,NaN
intimate,0.0010445621,4.318444997430948e-09,0.0053215735,1.0784003551256305e-08,frightful,0.0040891245,2.0830429482004975e-09,0.011353783,2.37688359619459e-08,patriarchal,0.048596498,8.719738958662404e-09,0.00538449,2.1194538346591685e-09,artificial,0.008076869,7.619233105549128e-09,0.027987279,1.4003867440659512e-08,dissatisfied,0.014776652,8.754049447140533e-09,0.0039946437,3.982420088144423e-09,mammalian,NaN,NaN,NaN,NaN
vivid,0.038336046,1.3483999056207452e-08,0.0077514723,4.906074255184301e-09,uncomfortable,0.0402548,3.337002896230956e-11,0.0065191165,5.813586695380124e-10,obsequious,0.028233461,8.214981542242761e-10,0.003802672,2.60455065848042e-09,british,NaN,NaN,NaN,NaN,several,0.042696223,6.890974790785265e-09,0.021807894,1.3531262110788589e-08,tibetan,NaN,NaN,NaN,NaN
diligent,0.032192633,6.865090329544188e-09,0.00044314563,1.1075870193222315e-08,obnoxious,0.08059217,2.024525547206224e-10,0.002113184,6.841504585075597e-10,unjust,0.0033851415,6.4144163036683466e-09,0.0061650425,4.154836460990019e-09,great,0.04819887,1.4403054082734457e-08,0.0055264384,9.959057883923705e-09,disadvantaged,NaN,NaN,NaN,NaN,babylonian,NaN,NaN,NaN,NaN
productive,0.023109235,9.495574576634525e-09,0.002334565,5.325045016046914e-09,lowly,0.02634409,1.7945411380851373e-08,0.035181887,3.1272119754843786e-09,former,0.021719277,1.197864601953924e-08,0.013731003,1.13830093684264e-08,marriageable,0.14478646,2.038119652214565e-08,0.002523847,6.580944081346907e-09,weak,0.057903875,8.321638440833556e-09,0.021865882,1.8185255801217437e-09,bavarian,NaN,NaN,NaN,NaN
credible,0.033163548,8.086207259339062e-10,0.0069281263,7.155867245978165e-09,conflicting,0.038759366,1.2484922096156481e-08,0.039057285,1.6925757184704793e-09,despotic,0.06716345,5.105445857744861e-09,0.009260759,5.560146315586323e-09,sociable,0.014514987,2.2983931945164127e-09,0.020862851,3.3480796607365804e-10,nubile,NaN,NaN,NaN,NaN,fickle,0.0194421,1.1646232996216643e-08,0.007967234,5.0673952534108224e-09
intelligible,0.013557136,8.51731585260751e-09,0.0021520406,1.92070710725023e-09,sarcastic,0.025414556,2.6186002255457197e-09,0.014851168,1.2666828697049937e-09,landless,0.024538534,7.595187653613132e-09,0.0067539257,1.6676097447376748e-08,intriguing,0.019589365,2.5043441487238027e-09,0.008445401,2.365633161582892e-09,dowdy,0.0208273,8.153726423210106e-09,0.021624774,6.870437219141934e-09,postmenopausal,NaN,NaN,NaN,NaN
praiseworthy,0.026663609,8.586980765334928e-09,0.014737467,4.757865219862101e-09,lackadaisical,0.028737882,6.54368240843306e-09,0.019812703,1.270853134012484e-08,hereditary,0.041984797,6.92253715461888e-09,0.003544502,1.0549878928789447e-08,dignified,0.023757167,3.5967271660997113e-09,0.004170358,1.1625969062456498e-08,virginal,0.14831957,6.924527617968579e-10,0.04557325,4.92789339889832e-09,suspected,0.011841804,1.0605685690778799e-08,0.005074933,5.7064571123977e-09
delighted,0.08108856,5.634253993913596e-09,0.00042090006,1.9247454248472184e-08,unlucky,0.040282845,3.3516292640561884e-09,0.010335624,1.0778643325104476e-09,stalwart,0.031701557,3.011190616297732e-09,0.0388142,7.244522863547598e-09,enthusiastic,0.00017143786,2.022629008724408e-09,0.009091139,1.4230100361944942e-09,winsome,0.0873942,4.0376998862445834e-09,0.027414039,2.371503209086523e-09,hawaiian,NaN,NaN,NaN,NaN
opportune,0.0037173778,4.1142838858032604e-09,0.0012903139,4.50112651317891e-09,tortured,0.029847752,2.707613688812671e-09,0.014604077,1.7807817748183297e-08,armenian,NaN,NaN,NaN,NaN,real,0.025907723,4.017622590515857e-09,0.031370766,5.827610158326557e-09,classical,0.018789604,2.0057175365018054e-09,0.009771273,2.271020024813275e-09,charming,0.17963111,3.121403679973156e-08,0.042268522,1.322958731453383e-08
mathematical,0.022556104,8.348833138716039e-09,0.022838563,1.8017933797742636e-08,unwanted,0.02701822,5.8586484552591855e-09,0.018225446,2.375924706976562e-09,drunken,0.12500302,1.732453554659924e-08,0.04195692,6.6591963384515784e-09,protective,0.023971751,8.4904357988691e-09,0.001623366,1.1056197633634024e-08,domestic,0.0034953672,1.61727729819372e-09,0.010338895,7.273860680445665e-11,sumerian,NaN,NaN,NaN,NaN
hereditary,0.041984797,6.92253715461888e-09,0.003544502,1.0549878928789447e-08,vociferous,0.03597117,8.099752417389805e-09,0.015475851,1.2588382648781593e-08,main,0.06399384,1.1051058887434628e-08,0.008597381,2.9174317683899886e-09,willing,0.006096013,7.733927775976923e-09,0.01245597,6.963272930482489e-09,unimaginable,0.017233161,7.655224475155986e-09,0.010056717,1.3526531318641677e-09,creole,0.014776824,3.6268409768502874e-09,0.009305367,1.3819509907947447e-08
invincible,0.02720673,1.5554065396772287e-09,0.012347083,6.907128214869718e-09,disorganized,0.032277573,6.517646422565804e-10,0.018112104,9.021661365876676e-09,finnish,NaN,NaN,NaN,NaN,sublime,0.06491095,1.720714098984999e-09,0.01892981,4.418179544440903e-09,offended,0.018281173,3.7201722833735736e-09,0.007687114,4.399562165968707e-09,italian,NaN,NaN,NaN,NaN
main,0.06399384,1.1051058887434628e-08,0.008597381,2.9174317683899886e-09,shaky,0.054368425,5.424794655151111e-09,0.030957863,3.9365384649908686e-09,egyptian,NaN,NaN,NaN,NaN,consummate,0.05212239,2.9355051028856494e-09,0.023387194,7.10358466493588e-10,motherless,0.13428952,1.1059126663048868e-08,0.001984112,9.344060393490228e-09,feudatory,NaN,NaN,NaN,NaN
favorite,0.016004575,8.457814344720038e-09,0.017517395,3.0444864025647167e-09,culpable,0.0029683784,8.352811470269117e-09,0.02286268,4.753866744700019e-09,solar,0.038101174,5.512768658233469e-09,0.0021227375,9.293107136251755e-09,coherent,0.02121929,1.0022864104647367e-08,0.010332998,1.3893091094230314e-08,former,0.021719277,1.197864601953924e-08,0.013731003,1.13830093684264e-08,wagnerian,NaN,NaN,NaN,NaN
handsome,0.022246087,1.188181813919012e-08,0.0016323905,3.6151162272068937e-09,muddy,0.040647082,1.7874246777127567e-08,0.008459812,1.7542658770075548e-08,provincial,0.04072772,7.925591710700175e-10,0.020481223,8.191561207127052e-09,praiseworthy,0.026663609,8.586980765334928e-09,0.014737467,4.757865219862101e-09,pert,0.06980441,2.200217046315761e-09,0.010811087,2.678730216809644e-09,mediterranean,NaN,NaN,NaN,NaN
invulnerable,0.0004999209,3.2115946985156185e-09,0.028526671,1.447268475202046e-09,suspect,0.00082815497,6.3675297933690755e-09,0.011645205,3.899832914933121e-09,own,0.0011517406,8.246643534715048e-09,0.025662795,1.9237948734041055e-09,monumental,0.04461689,7.555207078013826e-09,0.0032581761,1.0250520460219903e-08,sentimental,0.043351717,7.104252464085192e-09,0.028459538,5.997085047310113e-09,simultaneous,0.009333484,3.2376531039490786e-09,0.019267552,7.375540952286874e-09
flawless,0.0469908,6.799288972125783e-09,0.0023052096,9.231241026794179e-09,shocking,0.06541622,3.178399987646685e-09,0.023270367,1.5673577158370477e-08,northern,0.0007409677,5.345689169100609e-11,0.015150011,1.3113716113011264e-08,positive,0.014359094,2.6571555095111776e-09,0.007165335,1.238566443850786e-08,beauteous,0.08500314,6.114844339211167e-09,0.0047638416,1.182073079697421e-08,foetal,0.006009266,1.51908145784585e-09,0.013043523,5.76045546679671e-09
festive,0.0651915,3.1929698329768996e-09,0.03173648,1.6756733833833692e-08,mathematical,0.022556104,8.348833138716039e-09,0.022838563,1.8017933797742636e-08,evangelical,0.015460759,8.173942800393519e-09,0.025390029,1.9123312655633384e-09,perfect,0.06015019,7.367193667617844e-09,0.04860431,9.730048683431747e-09,stately,0.030003518,9.259518249371546e-09,0.017518688,1.5174388801053595e-08,primordial,0.026667174,1.1004976610551331e-08,0.035362177,1.4619005797578133e-09
auspicious,0.0012719557,5.089198902574754e-09,0.01519464,2.28915891797854e-09,electronic,0.05457242,2.316130842672237e-09,0.002101209,4.797644323484285e-09,theban,NaN,NaN,NaN,NaN,outstanding,0.09850476,7.119951691728988e-09,0.025832068,2.550212437057997e-09,improper,0.009282071,8.403110034194139e-09,0.006345853,7.318603514883115e-09,arabian,NaN,NaN,NaN,NaN
magnificent,0.0018443093,1.2863175802291238e-10,0.017037079,1.3420111584505623e-08,corrupt,0.0099290535,8.35187820291683e-09,0.015338585,2.023813047702383e-09,earthly,0.007938739,1.2400939226886454e-08,0.023288935,4.39865323331734e-09,adequate,0.042360604,2.125598308477805e-09,0.00499928,5.970823141465686e-10,imperious,0.05189518,1.8530498524516048e-09,0.009426996,1.2602372562176e-08,carmelite,0.085842416,8.389076100456805e-10,0.0070629567,1.3306618341923926e-08
wholesome,0.058160417,2.7981318928560484e-09,0.03927896,4.501416097507649e-10,errant,0.019275289,7.574680271904555e-09,0.030717552,2.073169400040875e-09,legal,0.10858047,3.9121078598824965e-10,0.0067781955,1.921763490009276e-08,gifted,0.0059449486,5.887483389699355e-09,0.036728017,6.440361313697629e-09,uniformed,0.05786024,7.454037387333301e-10,0.014337838,5.604428060523858e-09,georgian,NaN,NaN,NaN,NaN
selective,NaN,NaN,NaN,NaN,damned,0.10085794,2.067995949484036e-08,0.017761126,3.0379953552817085e-09,coloured,0.09045178,2.2900674499087836e-08,0.051854283,1.294381062055816e-08,coy,0.0540791,5.100551633829831e-09,0.0067471713,4.700450029204717e-10,lovely,0.23058592,1.775305252804671e-08,0.06292345,7.868367943308918e-09,untested,0.004577212,1.9101700082790884e-09,0.011429235,1.952545143624196e-08
entertaining,0.03700539,2.4890268977839636e-09,0.007258907,5.9833022425515026e-09,retired,0.042238533,1.589314219119231e-08,0.005148411,1.0612261208686746e-08,soviet,NaN,NaN,NaN,NaN,captivating,0.10378004,1.6592500665102428e-08,0.03104423,1.643856092220508e-08,sneaky,0.02341609,4.327953051497246e-09,0.002205789,8.507811233293694e-09,feathery,0.034843497,7.772870867783777e-09,0.014775854,5.959028652469112e-10
propitious,0.029975893,4.727882437112474e-09,0.0042147515,2.1678719867856966e-08,difficult,0.018678784,9.129507816396654e-09,0.016780168,4.3148709882867564e-09,proclaimed,0.041523278,5.696125349174963e-09,0.039803877,1.3713434193762808e-08,highborn,0.004682593,6.594965271805586e-09,0.015348829,1.263150826991133e-09,stiff,0.026611157,7.364558837763546e-09,0.009319663,7.321528688875034e-09,regnant,0.0017828317,8.710258582109165e-09,0.0007549515,6.614609193711374e-09
comfortable,0.04531582,1.9549901985466134e-08,0.018552259,7.77141326291364e-09,uncontrolled,0.031149317,6.310118212671245e-09,0.0036733625,1.6184385221969591e-09,distinctive,0.010750063,5.0622595004767845e-09,0.0024198461,6.578699383863462e-09,prudish,0.04925829,8.165712946095471e-09,0.019276958,3.812634104261026e-09,tuberculous,0.07197036,1.6333705044752067e-08,0.014151853,1.1216075262998615e-08,previous,0.016946666,5.444606210325276e-09,0.010378376,3.6458619040447005e-09
temporal,0.038114227,4.989957821943669e-09,0.038212404,8.812887086762089e-10,destructive,0.032341212,1.5131283503944104e-08,0.008153766,1.3521997743737302e-08,unitary,NaN,NaN,NaN,NaN,lofty,0.013233624,4.800647393499169e-09,0.00850185,1.7085971741603867e-08,undesirable,0.043445893,2.67155263883323e-09,0.023334753,2.1595105703653417e-09,dizzy,0.06502727,4.1789224858312934e-09,0.006050721,2.6448873508000403e-09
